Full Title,ISSN,Unformatted ISSN,Product ID,Change History,Shortcut URL
Advances in Archaeomaterials,2667-1360,26671360,31127,,https://www.sciencedirect.com/science/journal/26671360
Advances in Bamboo Science,2773-1391,27731391,31441,,https://www.sciencedirect.com/science/journal/27731391
Advances in Biological Regulation,2212-4926,22124926,00427,Formerly known as Advances in Enzyme Regulation,https://www.sciencedirect.com/science/journal/22124926
Advances in Biomarker Sciences and Technology,2543-1064,25431064,18403,,https://www.sciencedirect.com/science/journal/25431064
Advances in Business and Management Research,3051-0511,30510511,32138,,https://www.sciencedirect.com/science/journal/30510511
Advances in Cancer Biology - Metastasis,2667-3940,26673940,31189,,https://www.sciencedirect.com/science/journal/26673940
Advances in Chronic Kidney Disease,1548-5595,15485595,13265,Formerly known as Advances in Renal Replacement Therapy,https://www.sciencedirect.com/science/journal/15485595
Advances in Climate Change Research,1674-9278,16749278,18115,,https://www.sciencedirect.com/science/journal/16749278
Advances in Clinical Radiology,2589-8701,25898701,18931,,https://www.sciencedirect.com/science/journal/25898701
Advances in Colloid and Interface Science,0001-8686,00018686,05136,,https://www.sciencedirect.com/science/journal/00018686
Advances in Cosmetic Surgery,2542-4327,25424327,18920,,https://www.sciencedirect.com/science/journal/25424327
Advances in Engineering Software,0965-9978,09659978,02000,Formerly known as Advances in Engineering Software and Workstations; Incorporating Computing Systems in Engineering,https://www.sciencedirect.com/science/journal/09659978
Advances in Family Practice Nursing,2589-420X,2589420X,18928,,https://www.sciencedirect.com/science/journal/2589420X
Advances in Industrial and Manufacturing Engineering,2666-9129,26669129,31020,,https://www.sciencedirect.com/science/journal/26669129
Advances in Integrative Medicine,2212-9588,22129588,10154,,https://www.sciencedirect.com/science/journal/22129588
Advances in Kidney Disease and Health,2949-8139,29498139,13265,,https://www.sciencedirect.com/science/journal/29498139
Advances in Life Course Research,1569-4909,15694909,05617,,https://www.sciencedirect.com/science/journal/15694909
Advances in Mathematics,0001-8708,00018708,12005,,https://www.sciencedirect.com/science/journal/00018708
Advances in Medical Sciences,1896-1126,18961126,11016,,https://www.sciencedirect.com/science/journal/18961126
Advances in Molecular Pathology,2589-4080,25894080,18924,,https://www.sciencedirect.com/science/journal/25894080
Advances in Nutrition,2161-8313,21618313,31528,,https://www.sciencedirect.com/science/journal/21618313
Advances in Oncology,2666-853X,2666853X,30451,,https://www.sciencedirect.com/science/journal/2666853X
Advances in Ophthalmology and Optometry,2452-1760,24521760,18867,,https://www.sciencedirect.com/science/journal/24521760
Advances in Ophthalmology Practice and Research,2667-3762,26673762,31178,,https://www.sciencedirect.com/science/journal/26673762
Advances in Oral and Maxillofacial Surgery,2667-1476,26671476,31126,,https://www.sciencedirect.com/science/journal/26671476
Advances in Patient-Reported Outcomes,3050-6964,30506964,32071,,https://www.sciencedirect.com/science/journal/30506964
Advances in Pediatrics,0065-3101,00653101,13279,,https://www.sciencedirect.com/science/journal/00653101
Advances in Psychiatry and Behavioral Health,2667-3827,26673827,31185,,https://www.sciencedirect.com/science/journal/26673827
Advances in Radiation Oncology,2452-1094,24521094,18873,,https://www.sciencedirect.com/science/journal/24521094
Advances in Redox Research,2667-1379,26671379,31128,,https://www.sciencedirect.com/science/journal/26671379
Advances in Sample Preparation,2772-5820,27725820,31266,,https://www.sciencedirect.com/science/journal/27725820
Advances in Small Animal Care,2666-450X,2666450X,30319,,https://www.sciencedirect.com/science/journal/2666450X
Advances in Space Research,0273-1177,02731177,00644,,https://www.sciencedirect.com/science/journal/02731177
Advances in Surgery,0065-3411,00653411,13142,,https://www.sciencedirect.com/science/journal/00653411
Advances in Water Resources,0309-1708,03091708,02001,,https://www.sciencedirect.com/science/journal/03091708
Advances in Wind Engineering,2950-6018,29506018,31835,,https://www.sciencedirect.com/science/journal/29506018
Advancing Medical-Surgical Nursing,3050-8592,30508592,32118,,https://www.sciencedirect.com/science/journal/30508592
Aeolian Research,1875-9637,18759637,08639,,https://www.sciencedirect.com/science/journal/18759637
Aerospace Science and Technology,1270-9638,12709638,09001,,https://www.sciencedirect.com/science/journal/12709638
Aerospace Traffic and Safety,2950-3388,29503388,31728,,https://www.sciencedirect.com/science/journal/29503388
AEU - International Journal of Electronics and Communications,1434-8411,14348411,10029,,https://www.sciencedirect.com/science/journal/14348411
African Journal of Emergency Medicine,2211-419X,2211419X,08770,,https://www.sciencedirect.com/science/journal/2211419X
African Transport Studies,2950-1962,29501962,31658,,https://www.sciencedirect.com/science/journal/29501962
Ageing Research Reviews,1568-1637,15681637,05464,,https://www.sciencedirect.com/science/journal/15681637
Aggression and Violent Behavior,1359-1789,13591789,01001,,https://www.sciencedirect.com/science/journal/13591789
Aging Brain,2589-9589,25899589,18939,,https://www.sciencedirect.com/science/journal/25899589
Aging and Health Research,2667-0321,26670321,31086,,https://www.sciencedirect.com/science/journal/26670321
Agricultural Environment and Sustainability,3117-4094,31174094,32263,,https://www.sciencedirect.com/science/journal/31174094
Agricultural and Forest Meteorology,0168-1923,01681923,05320,Formerly known as Agricultural Meteorology,https://www.sciencedirect.com/science/journal/01681923
Agricultural Systems,0308-521X,0308521X,02002,,https://www.sciencedirect.com/science/journal/0308521X
Agricultural Water Management,0378-3774,03783774,05085,,https://www.sciencedirect.com/science/journal/03783774
Agriculture Communications,2949-7981,29497981,31536,,https://www.sciencedirect.com/science/journal/29497981
"Agriculture, Ecosystems & Environment",0167-8809,01678809,05086,Incorporating Agriculture and Environment and Agro-Ecosystems,https://www.sciencedirect.com/science/journal/01678809
AI Open,2666-6510,26666510,30405,,https://www.sciencedirect.com/science/journal/26666510
AI Thermal Fluids,3050-5852,30505852,32019,,https://www.sciencedirect.com/science/journal/30505852
Ain Shams Engineering Journal,2090-4479,20904479,08727,,https://www.sciencedirect.com/science/journal/20904479
Air Medical Journal,1067-991X,1067991X,13163,Formerly known as Journal of Air Medical Transport,https://www.sciencedirect.com/science/journal/1067991X
AJC: Cerebrovascular Medicine,3118-0566,31180566,32457,,https://www.sciencedirect.com/science/journal/31180566
AJO International,2950-2535,29502535,31685,,https://www.sciencedirect.com/science/journal/29502535
AJO-DO Clinical Companion,2666-4305,26664305,30322,,https://www.sciencedirect.com/science/journal/26664305
AJOG Global Reports,2666-5778,26665778,30374,,https://www.sciencedirect.com/science/journal/26665778
AJPM Focus,2773-0654,27730654,31426,,https://www.sciencedirect.com/science/journal/27730654
Alcohol,0741-8329,07418329,07500,,https://www.sciencedirect.com/science/journal/07418329
Alexandria Engineering Journal,1110-0168,11100168,08731,,https://www.sciencedirect.com/science/journal/11100168
Algal Research,2211-9264,22119264,08794,,https://www.sciencedirect.com/science/journal/22119264
Allergology International,1323-8930,13238930,18067,,https://www.sciencedirect.com/science/journal/13238930
Allergy Medicine,2949-9135,29499135,31831,,https://www.sciencedirect.com/science/journal/29499135
American Heart Journal,0002-8703,00028703,13240,,https://www.sciencedirect.com/science/journal/00028703
American Heart Journal Plus: Cardiology Research and Practice,2666-6022,26666022,30359,,https://www.sciencedirect.com/science/journal/26666022
The American Journal of Cardiology,0002-9149,00029149,07586,,https://www.sciencedirect.com/science/journal/00029149
The American Journal of Clinical Nutrition,0002-9165,00029165,31525,,https://www.sciencedirect.com/science/journal/00029165
The American Journal of Emergency Medicine,0735-6757,07356757,13226,,https://www.sciencedirect.com/science/journal/07356757
The American Journal of Geriatric Psychiatry,1064-7481,10647481,14116,,https://www.sciencedirect.com/science/journal/10647481
"The American Journal of Geriatric Psychiatry: Open Science, Education, and Practice",2950-3868,29503868,31781,,https://www.sciencedirect.com/science/journal/29503868
The American Journal of Human Genetics,0002-9297,00029297,07813,,https://www.sciencedirect.com/science/journal/00029297
American Journal of Infection Control,0196-6553,01966553,13170,,https://www.sciencedirect.com/science/journal/01966553
American Journal of Kidney Diseases,0272-6386,02726386,13229,,https://www.sciencedirect.com/science/journal/02726386
The American Journal of the Medical Sciences,0002-9629,00029629,18851,,https://www.sciencedirect.com/science/journal/00029629
The American Journal of Medicine,0002-9343,00029343,07587,,https://www.sciencedirect.com/science/journal/00029343
American Journal of Medicine Open,2667-0364,26670364,31087,,https://www.sciencedirect.com/science/journal/26670364
The American Journal of Medicine Supplements,1548-2766,15482766,07777,,https://www.sciencedirect.com/science/journal/15482766
American Journal of Obstetrics and Gynecology,0002-9378,00029378,13246,,https://www.sciencedirect.com/science/journal/00029378
American Journal of Obstetrics & Gynecology MFM,2589-9333,25899333,18938,,https://www.sciencedirect.com/science/journal/25899333
American Journal of Ophthalmology,0002-9394,00029394,07582,,https://www.sciencedirect.com/science/journal/00029394
American Journal of Ophthalmology Case Reports,2451-9936,24519936,18854,,https://www.sciencedirect.com/science/journal/24519936
American Journal of Orthodontics and Dentofacial Orthopedics,0889-5406,08895406,13027,Formerly known as American Journal of Orthodontics,https://www.sciencedirect.com/science/journal/08895406
American Journal of Otolaryngology,0196-0709,01960709,13046,,https://www.sciencedirect.com/science/journal/01960709
The American Journal of Pathology,0002-9440,00029440,14039,,https://www.sciencedirect.com/science/journal/00029440
American Journal of Pharmaceutical Education,0002-9459,00029459,31607,,https://www.sciencedirect.com/science/journal/00029459
American Journal of Preventive Cardiology,2666-6677,26666677,30413,,https://www.sciencedirect.com/science/journal/26666677
American Journal of Preventive Medicine,0749-3797,07493797,07689,,https://www.sciencedirect.com/science/journal/07493797
The American Journal of Surgery,0002-9610,00029610,07588,,https://www.sciencedirect.com/science/journal/00029610
Ampersand,2215-0390,22150390,10185,,https://www.sciencedirect.com/science/journal/22150390
Anaerobe,1075-9964,10759964,12695,,https://www.sciencedirect.com/science/journal/10759964
Anaesthesia Critical Care & Pain Medicine,2352-5568,23525568,09011,Formerly known as Annales Françaises d'Anesthésie et de Réanimation,https://www.sciencedirect.com/science/journal/23525568
Anaesthesia & Intensive Care Medicine,1472-0299,14720299,04263,,https://www.sciencedirect.com/science/journal/14720299
Anais Brasileiros de Dermatologia,0365-0596,03650596,30273,,https://www.sciencedirect.com/science/journal/03650596
Anales de Cirugía Vascular,1130-2542,11302542,15704,,https://www.sciencedirect.com/science/journal/11302542
Anales de Pediatría,1695-4033,16954033,15711,,https://www.sciencedirect.com/science/journal/16954033
Anales de Pediatria Continuada,1696-2818,16962818,15755,,https://www.sciencedirect.com/science/journal/16962818
Anales de Pediatría (English Edition),2341-2879,23412879,16353,,https://www.sciencedirect.com/science/journal/23412879
Analytic Methods in Accident Research,2213-6657,22136657,10159,,https://www.sciencedirect.com/science/journal/22136657
Analytica Chimica Acta,0003-2670,00032670,05137,,https://www.sciencedirect.com/science/journal/00032670
Analytica Chimica Acta: X,2590-1346,25901346,18459,,https://www.sciencedirect.com/science/journal/25901346
Analytical Biochemistry,0003-2697,00032697,12002,,https://www.sciencedirect.com/science/journal/00032697
Anesthésie & Réanimation,2352-5800,23525800,16356,,https://www.sciencedirect.com/science/journal/23525800
Anesthesiology Clinics,1932-2275,19322275,13047,Formerly known as Anesthesiology Clinics of North America,https://www.sciencedirect.com/science/journal/19322275
Anesthesiology and Medicine,3117-8820,31178820,32376,,https://www.sciencedirect.com/science/journal/31178820
Animal,1751-7311,17517311,31050,,https://www.sciencedirect.com/science/journal/17517311
Animal Behaviour,0003-3472,00033472,12602,Formerly known as The British Journal of Animal Behaviour; Incorporating Animal Behaviour Monographs,https://www.sciencedirect.com/science/journal/00033472
Animal Feed Science and Technology,0377-8401,03778401,05088,,https://www.sciencedirect.com/science/journal/03778401
Animal Nutrition,2405-6545,24056545,18174,,https://www.sciencedirect.com/science/journal/24056545
Animal - Open Space,2772-6940,27726940,31316,,https://www.sciencedirect.com/science/journal/27726940
Animal Reproduction Science,0378-4320,03784320,05089,,https://www.sciencedirect.com/science/journal/03784320
Animal - Science Proceedings,2772-283X,2772283X,31194,,https://www.sciencedirect.com/science/journal/2772283X
Animals and Zoonoses,2950-2489,29502489,31675,,https://www.sciencedirect.com/science/journal/29502489
Annales de Cardiologie et d'Angéiologie,0003-3928,00033928,09082,,https://www.sciencedirect.com/science/journal/00033928
Annales de Chirurgie Plastique Esthétique,0294-1260,02941260,09084,,https://www.sciencedirect.com/science/journal/02941260
Annales de Dermatologie et de Vénéréologie - FMC,2667-0623,26670623,31093,,https://www.sciencedirect.com/science/journal/26670623
Annales de Dermatologie et de Vénéréologie,0151-9638,01519638,15170,,https://www.sciencedirect.com/science/journal/01519638
Annales d'Endocrinologie,0003-4266,00034266,15180,,https://www.sciencedirect.com/science/journal/00034266
Annales françaises d’Oto-rhino-laryngologie et de Pathologie Cervico-faciale,1879-7261,18797261,15230,Formerly known as Annales d'Otolaryngologie et de Chirurgie Cervico-faciale,https://www.sciencedirect.com/science/journal/18797261
"Annales Médico-psychologiques, revue psychiatrique",0003-4487,00034487,09107,,https://www.sciencedirect.com/science/journal/00034487
Annales de Paléontologie,0753-3969,07533969,09008,,https://www.sciencedirect.com/science/journal/07533969
Annales de Pathologie,0242-6498,02426498,15130,,https://www.sciencedirect.com/science/journal/02426498
Annales Pharmaceutiques Françaises,0003-4509,00034509,15260,,https://www.sciencedirect.com/science/journal/00034509
Annals of 3D Printed Medicine,2666-9641,26669641,31043,,https://www.sciencedirect.com/science/journal/26669641
Annals of Agricultural Sciences,0570-1783,05701783,08778,,https://www.sciencedirect.com/science/journal/05701783
"Annals of Allergy, Asthma & Immunology",1081-1206,10811206,14037,,https://www.sciencedirect.com/science/journal/10811206
Annals of Anatomy - Anatomischer Anzeiger,0940-9602,09409602,10030,,https://www.sciencedirect.com/science/journal/09409602
Annals of Diagnostic Pathology,1092-9134,10929134,13057,,https://www.sciencedirect.com/science/journal/10929134
Annals of Emergency Medicine,0196-0644,01960644,13239,Formerly known as Journal of the American College of Emergency Physicians,https://www.sciencedirect.com/science/journal/01960644
Annals of Epidemiology,1047-2797,10472797,07601,,https://www.sciencedirect.com/science/journal/10472797
Annals of Hepatology,1665-2681,16652681,30153,,https://www.sciencedirect.com/science/journal/16652681
Annals of Medicine and Surgery,2049-0801,20490801,17038,,https://www.sciencedirect.com/science/journal/20490801
Annals of Nuclear Energy,0306-4549,03064549,00217,Formerly known as Annals of Nuclear Science and Engineering,https://www.sciencedirect.com/science/journal/03064549
Annals of the Rheumatic Diseases,0003-4967,00034967,32052,,https://www.sciencedirect.com/science/journal/00034967
Annals of Oncology,0923-7534,09237534,30187,,https://www.sciencedirect.com/science/journal/09237534
Annals of Physical and Rehabilitation Medicine,1877-0657,18770657,09009,Formerly known as Annales de Réadaptation et de Médicine Physique,https://www.sciencedirect.com/science/journal/18770657
Annals of Physics,0003-4916,00034916,12006,,https://www.sciencedirect.com/science/journal/00034916
Annals of Pure and Applied Logic,0168-0072,01680072,05253,Formerly known as Annals of Mathematical Logic,https://www.sciencedirect.com/science/journal/01680072
The Annals of Thoracic Surgery,0003-4975,00034975,07610,,https://www.sciencedirect.com/science/journal/00034975
Annals of Thoracic Surgery Short Reports,2772-9931,27729931,31358,,https://www.sciencedirect.com/science/journal/27729931
Annals of Tourism Research,0160-7383,01607383,00689,,https://www.sciencedirect.com/science/journal/01607383
Annals of Tourism Research Empirical Insights,2666-9579,26669579,31042,,https://www.sciencedirect.com/science/journal/26669579
Annals of Vascular Surgery,0890-5096,08905096,13421,,https://www.sciencedirect.com/science/journal/08905096
Annals of Vascular Surgery - Brief Reports and Innovations,2772-6878,27726878,31305,,https://www.sciencedirect.com/science/journal/27726878
Annual Reviews in Control,1367-5788,13675788,00429,Formerly known as Annual Review in Automatic Programming,https://www.sciencedirect.com/science/journal/13675788
Anthropocene,2213-3054,22133054,10148,,https://www.sciencedirect.com/science/journal/22133054
L'Anthropologie,0003-5521,00035521,09087,,https://www.sciencedirect.com/science/journal/00035521
Antiviral Research,0166-3542,01663542,05001,,https://www.sciencedirect.com/science/journal/01663542
Appetite,0195-6663,01956663,12633,,https://www.sciencedirect.com/science/journal/01956663
Appetite: Disordered Eating,3117-3950,31173950,32258,,https://www.sciencedirect.com/science/journal/31173950
Applications in Energy and Combustion Science,2666-352X,2666352X,30299,,https://www.sciencedirect.com/science/journal/2666352X
Applications in Engineering Science,2666-4968,26664968,30329,,https://www.sciencedirect.com/science/journal/26664968
Applied Acoustics,0003-682X,0003682X,02003,,https://www.sciencedirect.com/science/journal/0003682X
Applied Animal Behaviour Science,0168-1591,01681591,05090,Formerly known as Applied Animal Ethology,https://www.sciencedirect.com/science/journal/01681591
Applied Animal Science,2590-2865,25902865,18871,Formerly Known as The Professional Animal Scientist,https://www.sciencedirect.com/science/journal/25902865
Applied Biomolecules: Bioactive Materials,3117-5031,31175031,32285,,https://www.sciencedirect.com/science/journal/31175031
Applied Catalysis A: General,0926-860X,0926860X,05139,Formerly part of Applied Catalysis,https://www.sciencedirect.com/science/journal/0926860X
Applied Catalysis B: Environmental,0926-3373,09263373,05140,Formerly part of Applied Catalysis,https://www.sciencedirect.com/science/journal/09263373
Applied Catalysis O: Open,2950-6484,29506484,05570,,https://www.sciencedirect.com/science/journal/29506484
Applied Clay Science,0169-1317,01691317,05321,,https://www.sciencedirect.com/science/journal/01691317
Applied and Computational Harmonic Analysis,1063-5203,10635203,12003,,https://www.sciencedirect.com/science/journal/10635203
Applied Computing and Geosciences,2590-1974,25901974,30101,,https://www.sciencedirect.com/science/journal/25901974
Applied Corpus Linguistics,2666-7991,26667991,30449,,https://www.sciencedirect.com/science/journal/26667991
Applied Energy,0306-2619,03062619,02004,,https://www.sciencedirect.com/science/journal/03062619
Applied Ergonomics,0003-6870,00036870,03001,,https://www.sciencedirect.com/science/journal/00036870
Applied Food Research,2772-5022,27725022,31254,,https://www.sciencedirect.com/science/journal/27725022
Applied Geochemistry,0883-2927,08832927,00768,,https://www.sciencedirect.com/science/journal/08832927
Applied Geography,0143-6228,01436228,03002,,https://www.sciencedirect.com/science/journal/01436228
Applied Materials Today,2352-9407,23529407,18144,,https://www.sciencedirect.com/science/journal/23529407
Applied Mathematical Modelling,0307-904X,0307904X,07604,,https://www.sciencedirect.com/science/journal/0307904X
Applied Mathematics and Computation,0096-3003,00963003,07612,,https://www.sciencedirect.com/science/journal/00963003
Applied Mathematics Letters,0893-9659,08939659,00843,,https://www.sciencedirect.com/science/journal/08939659
Applied Numerical Mathematics,0168-9274,01689274,05254,,https://www.sciencedirect.com/science/journal/01689274
Applied Nursing Research,0897-1897,08971897,13158,,https://www.sciencedirect.com/science/journal/08971897
Applied Ocean Research,0141-1187,01411187,02005,,https://www.sciencedirect.com/science/journal/01411187
Applied Radiation and Isotopes,0969-8043,09698043,00228,Formerly known as International Journal of Radiation Applications and Instrumentation. Part A. Applied Radiation and Isotopes,https://www.sciencedirect.com/science/journal/09698043
Applied Soft Computing,1568-4946,15684946,05434,,https://www.sciencedirect.com/science/journal/15684946
Applied Soil Ecology,0929-1393,09291393,05091,,https://www.sciencedirect.com/science/journal/09291393
Applied Studies in Innovative Learning and Teaching,3051-3243,30513243,32199,,https://www.sciencedirect.com/science/journal/30513243
Applied Surface Science,0169-4332,01694332,05191,Formerly known as Applications of Surface Science,https://www.sciencedirect.com/science/journal/01694332
Applied Surface Science Advances,2666-5239,26665239,30346,,https://www.sciencedirect.com/science/journal/26665239
Applied Thermal Engineering,1359-4311,13594311,00630,Formerly known as Heat Recovery Systems and CHP,https://www.sciencedirect.com/science/journal/13594311
Apunts Sports Medicine,2666-5069,26665069,15764,Formerly known as Apunts. Medicina de l’Esport,https://www.sciencedirect.com/science/journal/26665069
Aquacultural Engineering,0144-8609,01448609,02006,,https://www.sciencedirect.com/science/journal/01448609
Aquaculture,0044-8486,00448486,05092,Incorporating Annual Review of Fish Diseases,https://www.sciencedirect.com/science/journal/00448486
Aquaculture and Fisheries,2468-550X,2468550X,18365,,https://www.sciencedirect.com/science/journal/2468550X
Aquaculture Reports,2352-5134,23525134,18081,,https://www.sciencedirect.com/science/journal/23525134
Aquatic Botany,0304-3770,03043770,05093,,https://www.sciencedirect.com/science/journal/03043770
Aquatic Diversity and Ecology,3117-8634,31178634,32375,,https://www.sciencedirect.com/science/journal/31178634
Aquatic Toxicology,0166-445X,0166445X,05094,,https://www.sciencedirect.com/science/journal/0166445X
Arab Journal of Gastroenterology,1687-1979,16871979,05622,,https://www.sciencedirect.com/science/journal/16871979
Arabian Journal of Chemistry,1878-5352,18785352,08695,,https://www.sciencedirect.com/science/journal/18785352
Archaeological Research in Asia,2352-2267,23522267,18065,,https://www.sciencedirect.com/science/journal/23522267
Archives of Biochemistry and Biophysics,0003-9861,00039861,12007,,https://www.sciencedirect.com/science/journal/00039861
Archives of Cancer and Medically Complex Rehabilitation,3117-8685,31178685,32406,,https://www.sciencedirect.com/science/journal/31178685
Archives of Cardiovascular Diseases,1875-2136,18752136,15568,,https://www.sciencedirect.com/science/journal/18752136
Archives of Cardiovascular Diseases Supplements,1878-6480,18786480,15863,,https://www.sciencedirect.com/science/journal/18786480
Archives of Gerontology and Geriatrics,0167-4943,01674943,08003,,https://www.sciencedirect.com/science/journal/01674943
Archives of Gerontology and Geriatrics Plus,2950-3078,29503078,31732,,https://www.sciencedirect.com/science/journal/29503078
Archives of Legal Medicine,2950-3949,29503949,15864,,https://www.sciencedirect.com/science/journal/29503949
Archives des Maladies du Cœur et des Vaisseaux - Pratique,1261-694X,1261694X,15852,,https://www.sciencedirect.com/science/journal/1261694X
Archives des Maladies Professionnelles et de l’Environnement,1775-8785,17758785,15360,,https://www.sciencedirect.com/science/journal/17758785
